Time,Frequency
8.9e-05,43478.26086956521
0.000181,43010.75268817204
0.000273,42328.042328042335
0.00036700000000000003,42105.26315789475
0.000462,41450.777202072546
0.000557,41025.64102564103
0.000655,40816.32653061225
0.000752,40609.13705583756
0.000851,40404.040404040396
0.000949,39999.999999999985
0.001049,39999.999999999985
0.001149,39603.960396039576
0.0012490000000000001,39408.866995073884
0.0013510000000000002,39408.866995073884
0.0014520000000000002,39024.39024390242
0.0015540000000000003,39024.39024390242
0.0016570000000000003,38834.95145631068
0.0017590000000000004,38647.34299516909
0.0018630000000000003,38647.34299516909
0.0019660000000000003,38461.53846153849
0.0020700000000000002,38277.51196172249
0.002174,37914.69194312792
0.002279,37914.69194312792
0.0023850000000000004,38095.23809523808
0.0024900000000000005,37914.69194312792
0.0025950000000000005,37735.84905660371
0.0027010000000000007,37383.17757009342
0.002807000000000001,37383.17757009342
0.002915000000000001,37383.17757009342
0.003021000000000001,36036.03603603604
0.003129000000000001,26845.63758389261
0.003243000000000001,27397.260273972588
0.0034270000000000012,9779.951100244498
0.0035350000000000012,9791.921664626678
0.004245000000000001,36529.68036529673
0.004352000000000002,36199.09502262446
0.004464000000000002,36036.03603603604
0.0045730000000000015,35714.285714285674
0.004686000000000002,36199.09502262446
0.004797000000000002,36036.03603603604
0.004907000000000002,31746.031746031684
0.005019000000000002,31620.553359683716
0.005159000000000002,35242.29074889858
0.005272000000000002,35555.5555555555
0.005386000000000003,35874.43946188339
0.005497000000000003,35242.29074889871
0.005609000000000003,35242.29074889871
0.0057240000000000025,35555.5555555555
0.005836000000000003,35242.29074889858
0.005949000000000003,35087.719298245494
0.006063000000000003,35242.29074889858
0.006177000000000004,35087.719298245625
0.006290000000000004,34782.60869565228
0.006405000000000004,35087.719298245625
0.006520000000000003,35398.2300884955
0.0066330000000000035,31249.99999999998
0.114049,9009.00900900901
0.11454299999999999,11869.436201780276
0.229099,39800.99502487429
0.229209,44444.44444444111
0.2293,34934.49781659282
0.229389,34482.758620688175
0.229529,42780.74866309692
0.22962100000000002,42780.74866309692
0.22971600000000003,42780.74866309692
0.22980800000000004,42328.04232803729
0.22990300000000005,42105.26315788953
0.22999700000000006,41666.666666661135
0.23009300000000008,41666.666666661135
0.2301890000000001,41237.113402061914
0.2302850000000001,41025.64102564087
0.2303830000000001,41025.64102564087
0.2304800000000001,40816.32653061766
0.2305780000000001,40609.13705584272
0.23067600000000008,40609.13705584272
0.23077500000000006,40404.04040404531
0.23087300000000005,40000.0000000044
0.23097300000000004,40000.0000000044
0.23107300000000003,40000.0000000044
0.23117300000000002,40000.0000000044
0.231273,39800.99502487978
0.231373,39603.96039604353
0.23147399999999999,39408.86699507759
0.23157499999999998,39408.86699507759
0.23167699999999997,39215.68627451327
0.23177799999999996,39024.390243905684
0.23188099999999995,39215.68627451327
0.23198299999999994,39024.390243905684
0.23208499999999993,38834.9514563137
0.23218799999999992,38647.342995171886
0.23229099999999991,38647.342995171886
0.2323949999999999,38647.342995171886
0.2324979999999999,38461.53846154106
0.2326019999999999,38277.51196172487
0.23270599999999989,38277.51196172487
0.23281099999999988,38277.51196172487
0.23291499999999987,38095.238095240275
0.23301999999999987,38095.238095240275
0.23312499999999986,37914.69194312995
0.23322999999999985,37914.69194312995
0.23333599999999985,37735.849056605555
0.23344099999999984,37735.849056605555
0.23354799999999984,37735.849056605555
0.23365299999999983,37383.17757009486
0.23375999999999983,37558.68544601098
0.23386699999999983,37383.17757009486
0.23397299999999982,37383.17757009486
0.23408099999999982,37383.17757009486
0.2341869999999998,37209.30232558261
0.2342949999999998,37209.30232558261
0.2344019999999998,37037.03703703807
0.2345099999999998,37037.03703703807
0.2346179999999998,36866.35944700546
0.2347259999999998,36866.35944700546
0.2348349999999998,37037.03703703807
0.2349429999999998,36866.35944700546
0.2350509999999998,36697.2477064227
0.23515999999999979,36697.2477064227
0.23526899999999978,36697.2477064227
0.23537799999999978,36529.68036529731
0.23548699999999978,36363.636363636695
0.23559699999999978,36529.68036529731
0.23570699999999978,36529.68036529731
0.23581599999999978,36199.0950226246
0.23592599999999977,36199.0950226246
0.23603699999999977,36199.0950226246
0.23614699999999977,36199.0950226246
0.23625799999999977,36199.0950226246
0.23636799999999977,36199.0950226246
0.23647899999999977,36363.636363636695
0.23658899999999977,36036.03603603604
0.23669899999999977,35714.2857142854
0.4548679999999998,43243.24324324541
0.4549589999999998,42105.263157901834
0.45505299999999976,41450.777202072815
0.45514899999999975,40816.32653060611
0.45524599999999976,40201.00502512467
0.4553449999999998,40000.0000000044
0.45544499999999977,39800.99502487429
0.45554499999999976,39603.96039603265
0.4556459999999998,39408.866995072196
0.4557469999999998,39215.68627451327
0.4558489999999998,39215.68627451327
0.4559509999999998,39024.390243900394
0.45605299999999976,38834.951456303235
0.4561559999999998,38647.342995166706
0.4562589999999998,38647.342995166706
0.4563629999999998,38647.342995166706
0.4564659999999998,38277.51196171979
0.4565699999999998,38277.51196171979
0.45667499999999983,38277.51196171979
0.4567789999999998,38095.238095230205
0.45688399999999985,38095.238095230205
0.45698899999999987,37914.691943124955
0.4570939999999999,37735.849056605555
0.4571999999999999,37735.849056605555
0.4573059999999999,37558.685446006086
0.4574119999999999,37558.685446006086
0.4575189999999999,37558.685446006086
0.4576249999999999,37383.177570085165
0.4577319999999999,37383.177570085165
0.45783899999999994,37209.30232557781
0.45794599999999996,37209.30232557781
0.45805399999999996,37037.03703702855
0.458161,36866.359447000745
0.45827,37037.03703703807
0.458378,36866.359447000745
0.458486,36697.24770641335
0.45859500000000003,36697.24770641335
0.45870400000000006,36697.24770641335
0.4588130000000001,36529.680365292676
0.4589220000000001,36529.680365292676
0.4590320000000001,36529.680365292676
0.45914100000000013,36199.09502262006
0.45925100000000013,36199.09502262006
0.45936200000000016,36199.09502262006
0.45947200000000016,36199.09502262006
0.4595830000000002,36199.09502262006
0.4596930000000002,36036.03603602703
0.4598040000000002,35874.439461878785
0.45991500000000024,35874.439461878785
0.46002700000000024,35874.439461878785
0.46013800000000027,35874.439461878785
0.46025000000000027,35874.439461878785
0.4603610000000003,35555.55555555947
0.4604730000000003,35555.55555555947
0.4605860000000003,35714.2857142854
0.4606980000000003,35714.2857142854
0.4608100000000003,35555.55555555947
0.4609220000000003,35398.230088503646
0.46103500000000025,35555.55555555947
0.4611480000000002,35555.55555555947
0.4612600000000002,35398.230088503646
0.4613730000000002,35398.230088503646
0.4614860000000002,35398.230088503646
0.46159900000000015,35242.29074890222
0.4617120000000001,35242.29074890222
0.4618260000000001,35242.29074890222
0.4619390000000001,35242.29074890222
0.4620530000000001,35398.230088503646
0.4621660000000001,35242.29074890222
0.46227900000000005,35242.29074890222
0.46239300000000005,35242.29074890222
0.46250600000000003,35087.719298244694
0.46262000000000003,35242.29074890222
0.578989,31250.000000009404
0.5790879999999999,27972.027972027143
0.5792449999999999,34334.763948492146
0.579374,25559.105431309275
0.5794779999999999,23323.615160351063
0.579687,33613.445378156845
0.5798209999999999,38095.238095230205
0.5799249999999999,37558.685446006086
0.580031,37558.685446006086
0.5801379999999999,37209.3023255682
0.580244,37037.03703703807
0.580353,33333.33333333084
0.58046,30075.187969913564
0.580593,29739.7769516646
0.5807260000000001,24615.384615383122
0.5808620000000001,22662.889518410535
0.5810510000000001,26490.066225163417
0.5812150000000001,22727.272727271502
0.5813530000000001,18348.623853206675
0.5815670000000002,17167.381974246073
0.6672430000000003,27874.564459937483
0.6673850000000002,35087.719298244694
0.6675300000000002,47337.27810648486
0.6676130000000002,47058.8235294108
0.6676990000000003,47337.27810651596
0.6677830000000002,46783.62573098533
0.6678680000000002,45977.011494250895
0.6679540000000003,45454.545454557345
0.6680420000000002,45454.545454557345
0.6681300000000002,44692.73743018527
0.6682180000000002,44198.89502762755
0.6683090000000002,44198.89502762755
0.6683990000000002,43956.04395606703
0.6684900000000001,43478.2608695742
0.6685810000000001,43010.75268816754
0.6686740000000001,42780.74866309057
0.6687670000000001,42328.042328043506
0.6688610000000001,42105.26315791414
0.6689560000000001,42105.26315791414
0.6690510000000001,41237.113402079616
0.669146,40816.32653061766
0.669245,41237.11340205601
0.669342,29629.629629630457
0.8280069999999999,36529.68036528342
0.828116,36363.636363618345
0.828226,36363.636363618345
0.8283360000000001,36199.09502262006
0.8284460000000001,35874.43946188772
0.8285570000000001,35555.5555555507
0.8286690000000001,35398.230088486256
